local_time_s,stream_t_ms,sid,cell,x_m_raw,y_m_raw,z_m_raw,x_m_corr,y_m_corr,z_m_corr
1771810966.783,851729,1,5,0.3960,0.4080,0.1520,0.3960,0.4080,0.1520
1771810966.783,851729,1,6,0.4070,0.5080,0.1900,0.4070,0.5080,0.1900
1771810966.783,851729,1,7,0.3720,0.6080,0.2340,0.3720,0.6080,0.2340
1771810966.783,851729,1,8,0.4920,0.3760,0.0230,0.4920,0.3760,0.0230
1771810966.783,851729,1,9,0.9890,0.7220,-0.0390,0.9890,0.7220,-0.0390
1771810966.783,851729,1,10,0.8440,0.9120,0.0510,0.8440,0.9120,0.0510
1771810966.783,851729,1,11,0.7860,1.2280,0.1350,0.7860,1.2280,0.1350
1771810966.783,851729,1,12,1.0640,0.5880,-0.4240,1.0640,0.5880,-0.4240
1771810966.783,851729,1,13,1.0690,0.8820,-0.3670,1.0690,0.8820,-0.3670
1771810966.783,851729,1,14,0.5530,0.7490,-0.0870,0.5530,0.7490,-0.0870
1771810966.783,851729,1,15,0.3540,0.7110,0.0080,0.3540,0.7110,0.0080
1771810966.797,851732,2,0,0.5600,0.0910,0.1590,0.5600,0.0910,0.1590
1771810966.797,851732,2,1,0.5850,0.2030,0.1490,0.5850,0.2030,0.1490
1771810966.797,851732,2,2,0.5970,0.3190,0.1500,0.5970,0.3190,0.1500
1771810966.797,851732,2,3,0.5910,0.4410,0.1620,0.5910,0.4410,0.1620
1771810966.797,851732,2,4,0.5660,0.0710,0.0320,0.5660,0.0710,0.0320
1771810966.797,851732,2,5,0.5930,0.1960,0.0220,0.5930,0.1960,0.0220
1771810966.797,851732,2,6,0.5980,0.3250,0.0200,0.5980,0.3250,0.0200
1771810966.797,851732,2,7,0.5930,0.4610,0.0260,0.5930,0.4610,0.0260
1771810966.797,851732,2,8,1.1000,-0.1980,-0.4000,1.1000,-0.1980,-0.4000
1771810966.797,851732,2,9,0.5830,0.1910,-0.1180,0.5830,0.1910,-0.1180
1771810966.797,851732,2,10,0.5850,0.3300,-0.1190,0.5850,0.3300,-0.1190
1771810966.797,851732,2,11,0.5750,0.4750,-0.1190,0.5750,0.4750,-0.1190
1771810966.797,851732,2,12,0.5040,0.0550,-0.2510,0.5040,0.0550,-0.2510
1771810966.797,851732,2,13,0.5410,0.1900,-0.2660,0.5410,0.1900,-0.2660
1771810966.797,851732,2,14,0.5480,0.3320,-0.2730,0.5480,0.3320,-0.2730
1771810966.797,851732,2,15,0.5230,0.4760,-0.2700,0.5230,0.4760,-0.2700
1771810966.809,851736,3,0,0.9860,-0.5910,0.1900,0.9860,-0.5910,0.1900
1771810966.809,851736,3,1,0.5980,-0.3190,0.1500,0.5980,-0.3190,0.1500
1771810966.809,851736,3,2,0.5920,-0.2020,0.1490,0.5920,-0.2020,0.1490
1771810966.809,851736,3,3,0.5650,-0.0900,0.1600,0.5650,-0.0900,0.1600
1771810966.809,851736,3,4,0.5210,-0.4310,0.0410,0.5210,-0.4310,0.0410
1771810966.809,851736,3,5,0.5420,-0.3180,0.0330,0.5420,-0.3180,0.0330
1771810966.809,851736,3,6,0.5350,-0.2040,0.0340,0.5350,-0.2040,0.0340
1771810966.809,851736,3,7,0.5140,-0.0930,0.0430,0.5140,-0.0930,0.0430
1771810966.809,851736,3,8,0.4760,-0.4280,-0.0660,0.4760,-0.4280,-0.0660
1771810966.809,851736,3,9,0.4810,-0.3140,-0.0640,0.4810,-0.3140,-0.0640
1771810966.809,851736,3,10,0.4740,-0.2070,-0.0610,0.4740,-0.2070,-0.0610
1771810966.809,851736,3,11,0.7880,0.0530,-0.2330,0.7880,0.0530,-0.2330
1771810966.809,851736,3,12,0.4610,-0.4430,-0.2090,0.4610,-0.4430,-0.2090
1771810966.809,851736,3,13,0.4110,-0.3090,-0.1470,0.4110,-0.3090,-0.1470
1771810966.809,851736,3,14,0.4030,-0.2130,-0.1390,0.4030,-0.2130,-0.1390
1771810966.809,851736,3,15,0.3800,-0.1200,-0.1310,0.3800,-0.1200,-0.1310
1771810966.820,851740,4,0,0.8490,-1.0020,0.6900,0.8490,-1.0020,0.6900
1771810966.820,851740,4,1,1.0410,-0.8170,0.5960,1.0410,-0.8170,0.5960
1771810966.820,851740,4,2,1.0940,-0.5660,0.4720,1.0940,-0.5660,0.4720
1771810966.820,851740,4,3,1.0320,-0.3230,0.3560,1.0320,-0.3230,0.3560
1771810966.820,851740,4,4,0.8260,-1.1260,0.4140,0.8260,-1.1260,0.4140
1771810966.821,851740,4,5,1.1700,-1.0320,0.3460,1.1700,-1.0320,0.3460
1771810966.821,851740,4,6,1.4550,-0.8020,0.2410,1.4550,-0.8020,0.2410
1771810966.821,851740,4,7,1.3540,-0.4380,0.1180,1.3540,-0.4380,0.1180
1771810966.821,851740,4,8,0.7330,-1.1570,0.1350,0.7330,-1.1570,0.1350
1771810966.821,851740,4,9,1.0110,-1.0510,0.0340,1.0110,-1.0510,0.0340
1771810966.821,851740,4,10,1.2930,-0.8670,-0.0960,1.2930,-0.8670,-0.0960
1771810966.821,851740,4,11,1.3980,-0.5550,-0.2180,1.3980,-0.5550,-0.2180
1771810966.821,851740,4,12,0.3360,-0.6800,0.0170,0.3360,-0.6800,0.0170
1771810966.821,851740,4,13,0.4600,-0.6560,-0.0430,0.4600,-0.6560,-0.0430
1771810966.821,851740,4,14,0.6250,-0.6140,-0.1400,0.6250,-0.6140,-0.1400
1771810966.821,851740,4,15,0.7280,-0.4870,-0.2310,0.7280,-0.4870,-0.2310
1771810966.836,851779,1,0,0.1430,0.3000,0.1370,0.1430,0.3000,0.1370
1771810966.836,851779,1,1,0.8060,0.4880,0.3720,0.8060,0.4880,0.3720
1771810966.836,851779,1,2,0.9530,0.7690,0.5530,0.9530,0.7690,0.5530
1771810966.836,851779,1,3,0.3600,0.5420,0.3220,0.3600,0.5420,0.3220
1771810966.836,851779,1,4,0.3520,0.3260,0.1250,0.3520,0.3260,0.1250
1771810966.836,851779,1,5,0.3960,0.4080,0.1520,0.3960,0.4080,0.1520
1771810966.836,851779,1,6,0.4070,0.5080,0.1900,0.4070,0.5080,0.1900
1771810966.836,851779,1,7,0.3720,0.6080,0.2340,0.3720,0.6080,0.2340
1771810966.836,851779,1,8,0.4920,0.3760,0.0230,0.4920,0.3760,0.0230
1771810966.836,851779,1,9,0.9890,0.7220,-0.0390,0.9890,0.7220,-0.0390
1771810966.836,851779,1,10,0.8440,0.9120,0.0510,0.8440,0.9120,0.0510
1771810966.836,851779,1,11,0.7860,1.2280,0.1350,0.7860,1.2280,0.1350
1771810966.836,851779,1,12,1.0640,0.5880,-0.4240,1.0640,0.5880,-0.4240
1771810966.836,851779,1,13,1.0690,0.8820,-0.3670,1.0690,0.8820,-0.3670
1771810966.836,851779,1,14,0.5530,0.7490,-0.0870,0.5530,0.7490,-0.0870
1771810966.836,851779,1,15,0.3540,0.7110,0.0080,0.3540,0.7110,0.0080
1771810966.848,851782,2,0,0.5600,0.0910,0.1590,0.5600,0.0910,0.1590
1771810966.848,851782,2,1,0.5850,0.2030,0.1490,0.5850,0.2030,0.1490
1771810966.848,851782,2,2,0.5970,0.3190,0.1500,0.5970,0.3190,0.1500
1771810966.849,851782,2,3,0.5910,0.4410,0.1620,0.5910,0.4410,0.1620
1771810966.849,851782,2,4,0.5660,0.0710,0.0320,0.5660,0.0710,0.0320
1771810966.849,851782,2,5,0.5930,0.1960,0.0220,0.5930,0.1960,0.0220
1771810966.849,851782,2,6,0.5980,0.3250,0.0200,0.5980,0.3250,0.0200
1771810966.849,851782,2,7,0.5930,0.4610,0.0260,0.5930,0.4610,0.0260
1771810966.849,851782,2,8,1.1000,-0.1980,-0.4000,1.1000,-0.1980,-0.4000
1771810966.849,851782,2,9,0.5830,0.1910,-0.1180,0.5830,0.1910,-0.1180
1771810966.849,851782,2,10,0.5850,0.3300,-0.1190,0.5850,0.3300,-0.1190
1771810966.849,851782,2,11,0.5750,0.4750,-0.1190,0.5750,0.4750,-0.1190
1771810966.849,851782,2,12,0.5040,0.0550,-0.2510,0.5040,0.0550,-0.2510
1771810966.849,851782,2,13,0.5410,0.1900,-0.2660,0.5410,0.1900,-0.2660
1771810966.849,851782,2,14,0.5480,0.3320,-0.2730,0.5480,0.3320,-0.2730
1771810966.849,851782,2,15,0.5230,0.4760,-0.2700,0.5230,0.4760,-0.2700
1771810966.858,851786,3,0,0.9860,-0.5910,0.1900,0.9860,-0.5910,0.1900
1771810966.858,851786,3,1,0.5980,-0.3190,0.1500,0.5980,-0.3190,0.1500
1771810966.858,851786,3,2,0.5920,-0.2020,0.1490,0.5920,-0.2020,0.1490
1771810966.858,851786,3,3,0.5650,-0.0900,0.1600,0.5650,-0.0900,0.1600
1771810966.858,851786,3,4,0.5210,-0.4310,0.0410,0.5210,-0.4310,0.0410
1771810966.858,851786,3,5,0.5420,-0.3180,0.0330,0.5420,-0.3180,0.0330
1771810966.858,851786,3,6,0.5350,-0.2040,0.0340,0.5350,-0.2040,0.0340
1771810966.858,851786,3,7,0.5140,-0.0930,0.0430,0.5140,-0.0930,0.0430
1771810966.858,851786,3,8,0.4760,-0.4280,-0.0660,0.4760,-0.4280,-0.0660
1771810966.858,851786,3,9,0.4810,-0.3140,-0.0640,0.4810,-0.3140,-0.0640
1771810966.858,851786,3,10,0.4740,-0.2070,-0.0610,0.4740,-0.2070,-0.0610
1771810966.858,851786,3,11,0.7880,0.0530,-0.2330,0.7880,0.0530,-0.2330
1771810966.858,851786,3,12,0.4610,-0.4430,-0.2090,0.4610,-0.4430,-0.2090
1771810966.858,851786,3,13,0.4110,-0.3090,-0.1470,0.4110,-0.3090,-0.1470
1771810966.858,851786,3,14,0.4030,-0.2130,-0.1390,0.4030,-0.2130,-0.1390
1771810966.858,851786,3,15,0.3800,-0.1200,-0.1310,0.3800,-0.1200,-0.1310
1771810966.869,851790,4,0,0.8490,-1.0020,0.6900,0.8490,-1.0020,0.6900
1771810966.869,851790,4,1,1.0410,-0.8170,0.5960,1.0410,-0.8170,0.5960
1771810966.869,851790,4,2,1.0940,-0.5660,0.4720,1.0940,-0.5660,0.4720
1771810966.869,851790,4,3,1.0320,-0.3230,0.3560,1.0320,-0.3230,0.3560
1771810966.869,851790,4,4,0.8260,-1.1260,0.4140,0.8260,-1.1260,0.4140
1771810966.869,851790,4,5,1.1700,-1.0320,0.3460,1.1700,-1.0320,0.3460
1771810966.869,851790,4,6,1.4550,-0.8020,0.2410,1.4550,-0.8020,0.2410
1771810966.869,851790,4,7,1.3540,-0.4380,0.1180,1.3540,-0.4380,0.1180
1771810966.869,851790,4,8,0.7330,-1.1570,0.1350,0.7330,-1.1570,0.1350
1771810966.869,851790,4,9,1.0110,-1.0510,0.0340,1.0110,-1.0510,0.0340
1771810966.869,851790,4,10,1.2930,-0.8670,-0.0960,1.2930,-0.8670,-0.0960
1771810966.869,851790,4,11,1.3980,-0.5550,-0.2180,1.3980,-0.5550,-0.2180
1771810966.869,851790,4,12,0.3360,-0.6800,0.0170,0.3360,-0.6800,0.0170
1771810966.869,851790,4,13,0.4600,-0.6560,-0.0430,0.4600,-0.6560,-0.0430
1771810966.869,851790,4,14,0.6250,-0.6140,-0.1400,0.6250,-0.6140,-0.1400
1771810966.869,851790,4,15,0.7280,-0.4870,-0.2310,0.7280,-0.4870,-0.2310
1771810966.884,851829,1,0,0.1430,0.3000,0.1370,0.1430,0.3000,0.1370
1771810966.884,851829,1,1,0.8060,0.4880,0.3720,0.8060,0.4880,0.3720
1771810966.884,851829,1,2,0.9530,0.7690,0.5530,0.9530,0.7690,0.5530
1771810966.884,851829,1,3,0.3600,0.5420,0.3220,0.3600,0.5420,0.3220
1771810966.884,851829,1,4,0.3520,0.3260,0.1250,0.3520,0.3260,0.1250
1771810966.884,851829,1,5,0.3960,0.4080,0.1520,0.3960,0.4080,0.1520
1771810966.884,851829,1,6,0.4070,0.5080,0.1900,0.4070,0.5080,0.1900
1771810966.884,851829,1,7,0.3720,0.6080,0.2340,0.3720,0.6080,0.2340
1771810966.885,851829,1,8,0.4920,0.3760,0.0230,0.4920,0.3760,0.0230
1771810966.885,851829,1,9,0.9890,0.7220,-0.0390,0.9890,0.7220,-0.0390
1771810966.885,851829,1,10,0.8440,0.9120,0.0510,0.8440,0.9120,0.0510
1771810966.885,851829,1,11,0.7860,1.2280,0.1350,0.7860,1.2280,0.1350
1771810966.885,851829,1,12,1.0640,0.5880,-0.4240,1.0640,0.5880,-0.4240
1771810966.885,851829,1,13,1.0690,0.8820,-0.3670,1.0690,0.8820,-0.3670
1771810966.885,851829,1,14,0.5530,0.7490,-0.0870,0.5530,0.7490,-0.0870
1771810966.885,851829,1,15,0.3540,0.7110,0.0080,0.3540,0.7110,0.0080
1771810966.897,851832,2,0,0.5600,0.0910,0.1590,0.5600,0.0910,0.1590
1771810966.897,851832,2,1,0.5850,0.2030,0.1490,0.5850,0.2030,0.1490
1771810966.897,851832,2,2,0.5970,0.3190,0.1500,0.5970,0.3190,0.1500
1771810966.898,851832,2,3,0.5910,0.4410,0.1620,0.5910,0.4410,0.1620
1771810966.898,851832,2,4,0.5660,0.0710,0.0320,0.5660,0.0710,0.0320
1771810966.898,851832,2,5,0.5930,0.1960,0.0220,0.5930,0.1960,0.0220
1771810966.898,851832,2,6,0.5980,0.3250,0.0200,0.5980,0.3250,0.0200
1771810966.898,851832,2,7,0.5930,0.4610,0.0260,0.5930,0.4610,0.0260
1771810966.898,851832,2,8,1.1000,-0.1980,-0.4000,1.1000,-0.1980,-0.4000
1771810966.898,851832,2,9,0.5830,0.1910,-0.1180,0.5830,0.1910,-0.1180
1771810966.898,851832,2,10,0.5850,0.3300,-0.1190,0.5850,0.3300,-0.1190
1771810966.898,851832,2,11,0.5750,0.4750,-0.1190,0.5750,0.4750,-0.1190
1771810966.898,851832,2,12,0.5040,0.0550,-0.2510,0.5040,0.0550,-0.2510
1771810966.898,851832,2,13,0.5410,0.1900,-0.2660,0.5410,0.1900,-0.2660
1771810966.898,851832,2,14,0.5480,0.3320,-0.2730,0.5480,0.3320,-0.2730
1771810966.898,851832,2,15,0.5230,0.4760,-0.2700,0.5230,0.4760,-0.2700
1771810966.921,851836,3,0,0.9860,-0.5910,0.1900,0.9860,-0.5910,0.1900
1771810966.921,851836,3,1,0.5980,-0.3190,0.1500,0.5980,-0.3190,0.1500
1771810966.921,851836,3,2,0.5920,-0.2020,0.1490,0.5920,-0.2020,0.1490
1771810966.921,851836,3,3,0.5650,-0.0900,0.1600,0.5650,-0.0900,0.1600
1771810966.921,851836,3,4,0.5210,-0.4310,0.0410,0.5210,-0.4310,0.0410
1771810966.921,851836,3,5,0.5420,-0.3180,0.0330,0.5420,-0.3180,0.0330
1771810966.921,851836,3,6,0.5350,-0.2040,0.0340,0.5350,-0.2040,0.0340
1771810966.921,851836,3,7,0.5140,-0.0930,0.0430,0.5140,-0.0930,0.0430
1771810966.921,851836,3,8,0.4760,-0.4280,-0.0660,0.4760,-0.4280,-0.0660
1771810966.921,851836,3,9,0.4810,-0.3140,-0.0640,0.4810,-0.3140,-0.0640
1771810966.921,851836,3,10,0.4740,-0.2070,-0.0610,0.4740,-0.2070,-0.0610
1771810966.921,851836,3,11,0.7880,0.0530,-0.2330,0.7880,0.0530,-0.2330
1771810966.921,851836,3,12,0.4610,-0.4430,-0.2090,0.4610,-0.4430,-0.2090
1771810966.921,851836,3,13,0.4110,-0.3090,-0.1470,0.4110,-0.3090,-0.1470
1771810966.921,851836,3,14,0.4030,-0.2130,-0.1390,0.4030,-0.2130,-0.1390
1771810966.921,851836,3,15,0.3800,-0.1200,-0.1310,0.3800,-0.1200,-0.1310
1771810966.924,851840,4,0,0.8490,-1.0020,0.6900,0.8490,-1.0020,0.6900
1771810966.924,851840,4,1,1.0410,-0.8170,0.5960,1.0410,-0.8170,0.5960
1771810966.924,851840,4,2,1.0940,-0.5660,0.4720,1.0940,-0.5660,0.4720
1771810966.924,851840,4,3,1.0320,-0.3230,0.3560,1.0320,-0.3230,0.3560
1771810966.925,851840,4,4,0.8260,-1.1260,0.4140,0.8260,-1.1260,0.4140
1771810966.925,851840,4,5,1.1700,-1.0320,0.3460,1.1700,-1.0320,0.3460
1771810966.925,851840,4,6,1.4550,-0.8020,0.2410,1.4550,-0.8020,0.2410
1771810966.925,851840,4,7,1.3540,-0.4380,0.1180,1.3540,-0.4380,0.1180
1771810966.925,851840,4,8,0.7330,-1.1570,0.1350,0.7330,-1.1570,0.1350
1771810966.925,851840,4,9,1.0110,-1.0510,0.0340,1.0110,-1.0510,0.0340
1771810966.925,851840,4,10,1.2930,-0.8670,-0.0960,1.2930,-0.8670,-0.0960
1771810966.925,851840,4,11,1.3980,-0.5550,-0.2180,1.3980,-0.5550,-0.2180
1771810966.925,851840,4,12,0.3360,-0.6800,0.0170,0.3360,-0.6800,0.0170
1771810966.925,851840,4,13,0.4600,-0.6560,-0.0430,0.4600,-0.6560,-0.0430
1771810966.925,851840,4,14,0.6250,-0.6140,-0.1400,0.6250,-0.6140,-0.1400
1771810966.925,851840,4,15,0.7280,-0.4870,-0.2310,0.7280,-0.4870,-0.2310
1771810966.942,851879,1,0,0.1430,0.3000,0.1370,0.1430,0.3000,0.1370
1771810966.942,851879,1,1,0.8060,0.4880,0.3720,0.8060,0.4880,0.3720
1771810966.942,851879,1,2,0.9530,0.7690,0.5530,0.9530,0.7690,0.5530
1771810966.942,851879,1,3,0.3600,0.5420,0.3220,0.3600,0.5420,0.3220
1771810966.942,851879,1,4,0.3520,0.3260,0.1250,0.3520,0.3260,0.1250
1771810966.942,851879,1,5,0.3960,0.4080,0.1520,0.3960,0.4080,0.1520
1771810966.942,851879,1,6,0.4070,0.5080,0.1900,0.4070,0.5080,0.1900
1771810966.942,851879,1,7,0.3720,0.6080,0.2340,0.3720,0.6080,0.2340
1771810966.942,851879,1,8,0.4920,0.3760,0.0230,0.4920,0.3760,0.0230
1771810966.942,851879,1,9,0.9890,0.7220,-0.0390,0.9890,0.7220,-0.0390
1771810966.942,851879,1,10,0.8440,0.9120,0.0510,0.8440,0.9120,0.0510
1771810966.942,851879,1,11,0.7860,1.2280,0.1350,0.7860,1.2280,0.1350
1771810966.942,851879,1,12,1.0640,0.5880,-0.4240,1.0640,0.5880,-0.4240
1771810966.942,851879,1,13,1.0690,0.8820,-0.3670,1.0690,0.8820,-0.3670
1771810966.942,851879,1,14,0.5530,0.7490,-0.0870,0.5530,0.7490,-0.0870
1771810966.942,851879,1,15,0.3540,0.7110,0.0080,0.3540,0.7110,0.0080
1771810966.951,851882,2,0,0.5600,0.0910,0.1590,0.5600,0.0910,0.1590
1771810966.951,851882,2,1,0.5850,0.2030,0.1490,0.5850,0.2030,0.1490
1771810966.951,851882,2,2,0.5970,0.3190,0.1500,0.5970,0.3190,0.1500
1771810966.951,851882,2,3,0.5910,0.4410,0.1620,0.5910,0.4410,0.1620
1771810966.951,851882,2,4,0.5660,0.0710,0.0320,0.5660,0.0710,0.0320
1771810966.951,851882,2,5,0.5930,0.1960,0.0220,0.5930,0.1960,0.0220
1771810966.951,851882,2,6,0.5980,0.3250,0.0200,0.5980,0.3250,0.0200
1771810966.952,851882,2,7,0.5930,0.4610,0.0260,0.5930,0.4610,0.0260
1771810966.952,851882,2,8,1.1000,-0.1980,-0.4000,1.1000,-0.1980,-0.4000
1771810966.952,851882,2,9,0.5830,0.1910,-0.1180,0.5830,0.1910,-0.1180
1771810966.952,851882,2,10,0.5850,0.3300,-0.1190,0.5850,0.3300,-0.1190
1771810966.952,851882,2,11,0.5750,0.4750,-0.1190,0.5750,0.4750,-0.1190
1771810966.952,851882,2,12,0.5040,0.0550,-0.2510,0.5040,0.0550,-0.2510
1771810966.952,851882,2,13,0.5410,0.1900,-0.2660,0.5410,0.1900,-0.2660
1771810966.952,851882,2,14,0.5480,0.3320,-0.2730,0.5480,0.3320,-0.2730
1771810966.952,851882,2,15,0.5230,0.4760,-0.2700,0.5230,0.4760,-0.2700
1771810966.961,851887,3,0,0.9860,-0.5910,0.1900,0.9860,-0.5910,0.1900
1771810966.961,851887,3,1,0.5980,-0.3190,0.1500,0.5980,-0.3190,0.1500
1771810966.962,851887,3,2,0.5920,-0.2020,0.1490,0.5920,-0.2020,0.1490
1771810966.962,851887,3,3,0.5650,-0.0900,0.1600,0.5650,-0.0900,0.1600
1771810966.962,851887,3,4,0.5210,-0.4310,0.0410,0.5210,-0.4310,0.0410
1771810966.962,851887,3,5,0.5420,-0.3180,0.0330,0.5420,-0.3180,0.0330
1771810966.962,851887,3,6,0.5350,-0.2040,0.0340,0.5350,-0.2040,0.0340
1771810966.962,851887,3,7,0.5140,-0.0930,0.0430,0.5140,-0.0930,0.0430
1771810966.962,851887,3,8,0.4760,-0.4280,-0.0660,0.4760,-0.4280,-0.0660
1771810966.962,851887,3,9,0.4810,-0.3140,-0.0640,0.4810,-0.3140,-0.0640
1771810966.962,851887,3,10,0.4740,-0.2070,-0.0610,0.4740,-0.2070,-0.0610
1771810966.962,851887,3,11,0.7880,0.0530,-0.2330,0.7880,0.0530,-0.2330
1771810966.962,851887,3,12,0.4610,-0.4430,-0.2090,0.4610,-0.4430,-0.2090
1771810966.962,851887,3,13,0.4110,-0.3090,-0.1470,0.4110,-0.3090,-0.1470
1771810966.962,851887,3,14,0.4030,-0.2130,-0.1390,0.4030,-0.2130,-0.1390
1771810966.962,851887,3,15,0.3800,-0.1200,-0.1310,0.3800,-0.1200,-0.1310
1771810966.974,851891,4,0,0.8490,-1.0020,0.6900,0.8490,-1.0020,0.6900
1771810966.974,851891,4,1,1.0410,-0.8170,0.5960,1.0410,-0.8170,0.5960
1771810966.974,851891,4,2,1.0940,-0.5660,0.4720,1.0940,-0.5660,0.4720
1771810966.974,851891,4,3,1.0320,-0.3230,0.3560,1.0320,-0.3230,0.3560
1771810966.974,851891,4,4,0.8260,-1.1260,0.4140,0.8260,-1.1260,0.4140
1771810966.974,851891,4,5,1.1700,-1.0320,0.3460,1.1700,-1.0320,0.3460
1771810966.974,851891,4,6,1.4550,-0.8020,0.2410,1.4550,-0.8020,0.2410
1771810966.974,851891,4,7,1.3540,-0.4380,0.1180,1.3540,-0.4380,0.1180
1771810966.974,851891,4,8,0.7330,-1.1570,0.1350,0.7330,-1.1570,0.1350
1771810966.974,851891,4,9,1.0110,-1.0510,0.0340,1.0110,-1.0510,0.0340
1771810966.974,851891,4,10,1.2930,-0.8670,-0.0960,1.2930,-0.8670,-0.0960
1771810966.974,851891,4,11,1.3980,-0.5550,-0.2180,1.3980,-0.5550,-0.2180
1771810966.974,851891,4,12,0.3360,-0.6800,0.0170,0.3360,-0.6800,0.0170
1771810966.974,851891,4,13,0.4600,-0.6560,-0.0430,0.4600,-0.6560,-0.0430
1771810966.974,851891,4,14,0.6250,-0.6140,-0.1400,0.6250,-0.6140,-0.1400
1771810966.974,851891,4,15,0.7280,-0.4870,-0.2310,0.7280,-0.4870,-0.2310
1771810966.987,851929,1,0,0.1430,0.3000,0.1370,0.1430,0.3000,0.1370
1771810966.987,851929,1,1,0.8060,0.4880,0.3720,0.8060,0.4880,0.3720
1771810966.987,851929,1,2,0.9530,0.7690,0.5530,0.9530,0.7690,0.5530
1771810966.987,851929,1,3,0.3600,0.5420,0.3220,0.3600,0.5420,0.3220
1771810966.988,851929,1,4,0.3520,0.3260,0.1250,0.3520,0.3260,0.1250
1771810966.988,851929,1,5,0.3960,0.4080,0.1520,0.3960,0.4080,0.1520
1771810966.988,851929,1,6,0.4070,0.5080,0.1900,0.4070,0.5080,0.1900
1771810966.988,851929,1,7,0.3720,0.6080,0.2340,0.3720,0.6080,0.2340
1771810966.988,851929,1,8,0.4920,0.3760,0.0230,0.4920,0.3760,0.0230
1771810966.988,851929,1,9,0.9890,0.7220,-0.0390,0.9890,0.7220,-0.0390
1771810966.988,851929,1,10,0.8440,0.9120,0.0510,0.8440,0.9120,0.0510
1771810966.988,851929,1,11,0.7860,1.2280,0.1350,0.7860,1.2280,0.1350
1771810966.988,851929,1,12,1.0640,0.5880,-0.4240,1.0640,0.5880,-0.4240
1771810966.988,851929,1,13,1.0690,0.8820,-0.3670,1.0690,0.8820,-0.3670
1771810966.988,851929,1,14,0.5530,0.7490,-0.0870,0.5530,0.7490,-0.0870
1771810966.988,851929,1,15,0.3540,0.7110,0.0080,0.3540,0.7110,0.0080
1771810967.003,851932,2,0,0.5600,0.0910,0.1590,0.5600,0.0910,0.1590
1771810967.003,851932,2,1,0.5850,0.2030,0.1490,0.5850,0.2030,0.1490
1771810967.003,851932,2,2,0.5970,0.3190,0.1500,0.5970,0.3190,0.1500
1771810967.003,851932,2,3,0.5910,0.4410,0.1620,0.5910,0.4410,0.1620
1771810967.003,851932,2,4,0.5660,0.0710,0.0320,0.5660,0.0710,0.0320
1771810967.003,851932,2,5,0.5930,0.1960,0.0220,0.5930,0.1960,0.0220
1771810967.003,851932,2,6,0.5980,0.3250,0.0200,0.5980,0.3250,0.0200
1771810967.003,851932,2,7,0.5930,0.4610,0.0260,0.5930,0.4610,0.0260
1771810967.003,851932,2,8,1.1000,-0.1980,-0.4000,1.1000,-0.1980,-0.4000
1771810967.003,851932,2,9,0.5830,0.1910,-0.1180,0.5830,0.1910,-0.1180
1771810967.003,851932,2,10,0.5850,0.3300,-0.1190,0.5850,0.3300,-0.1190
1771810967.003,851932,2,11,0.5750,0.4750,-0.1190,0.5750,0.4750,-0.1190
1771810967.003,851932,2,12,0.5040,0.0550,-0.2510,0.5040,0.0550,-0.2510
1771810967.003,851932,2,13,0.5410,0.1900,-0.2660,0.5410,0.1900,-0.2660
1771810967.003,851932,2,14,0.5480,0.3320,-0.2730,0.5480,0.3320,-0.2730
1771810967.003,851932,2,15,0.5230,0.4760,-0.2700,0.5230,0.4760,-0.2700
1771810967.015,851936,3,0,0.9860,-0.5910,0.1900,0.9860,-0.5910,0.1900
1771810967.015,851936,3,1,0.5980,-0.3190,0.1500,0.5980,-0.3190,0.1500
1771810967.015,851936,3,2,0.5920,-0.2020,0.1490,0.5920,-0.2020,0.1490
1771810967.015,851936,3,3,0.5650,-0.0900,0.1600,0.5650,-0.0900,0.1600
1771810967.015,851936,3,4,0.5210,-0.4310,0.0410,0.5210,-0.4310,0.0410
1771810967.015,851936,3,5,0.5420,-0.3180,0.0330,0.5420,-0.3180,0.0330
1771810967.015,851936,3,6,0.5350,-0.2040,0.0340,0.5350,-0.2040,0.0340
1771810967.015,851936,3,7,0.5140,-0.0930,0.0430,0.5140,-0.0930,0.0430
1771810967.015,851936,3,8,0.4760,-0.4280,-0.0660,0.4760,-0.4280,-0.0660
1771810967.015,851936,3,9,0.4810,-0.3140,-0.0640,0.4810,-0.3140,-0.0640
1771810967.015,851936,3,10,0.4740,-0.2070,-0.0610,0.4740,-0.2070,-0.0610
1771810967.015,851936,3,11,0.7880,0.0530,-0.2330,0.7880,0.0530,-0.2330
1771810967.015,851936,3,12,0.4610,-0.4430,-0.2090,0.4610,-0.4430,-0.2090
1771810967.015,851936,3,13,0.4110,-0.3090,-0.1470,0.4110,-0.3090,-0.1470
1771810967.015,851936,3,14,0.4030,-0.2130,-0.1390,0.4030,-0.2130,-0.1390
1771810967.015,851936,3,15,0.3800,-0.1200,-0.1310,0.3800,-0.1200,-0.1310
1771810967.026,851940,4,0,0.8490,-1.0020,0.6900,0.8490,-1.0020,0.6900
1771810967.026,851940,4,1,1.0410,-0.8170,0.5960,1.0410,-0.8170,0.5960
1771810967.026,851940,4,2,1.0940,-0.5660,0.4720,1.0940,-0.5660,0.4720
1771810967.026,851940,4,3,1.0320,-0.3230,0.3560,1.0320,-0.3230,0.3560
1771810967.026,851940,4,4,0.8260,-1.1260,0.4140,0.8260,-1.1260,0.4140
